Id,Status
26657,non functional
30037,non functional
71006,non functional
31548,non functional
68987,non functional
49273,functional
7460,non functional
49586,functional
61809,non functional
19615,non functional
33203,non functional
64363,non functional
70223,functional
9020,non functional
60302,non functional
72559,non functional
26808,non functional
45276,non functional
4978,non functional
9768,non functional
7740,non functional
69995,functional
52621,non functional
43016,functional
65474,functional
17368,functional
56460,non functional
47653,non functional
4985,non functional
63808,non functional
15367,non functional
33019,non functional
13304,functional
10111,non functional
23963,functional
52532,non functional
15442,functional
5004,functional
58403,functional
43114,non functional
54189,non functional
61267,functional
9385,functional
17598,functional
32556,functional
33464,functional
27933,functional
65100,functional
64052,functional
15489,non functional
72407,non functional
3791,non functional
3785,functional
48909,functional
12136,non functional
66948,non functional
24923,functional
21975,functional
42701,non functional
58567,functional
47384,functional
23664,non functional
47703,non functional
63742,functional
65758,functional
70109,functional
35872,functional
9342,functional
44682,functional
46263,non functional
53850,functional
57683,functional
5087,functional
66963,non functional
67724,functional
61020,functional
59205,non functional
69145,functional
391,functional
22706,functional
31047,functional
60674,functional
26245,non functional
61268,non functional
34093,functional
43025,non functional
54019,functional
1104,functional
54397,non functional
55203,functional
13022,functional
65917,non functional
50167,non functional
6157,functional
20298,non functional
63273,non functional
14964,functional
39128,non functional
66296,functional
3286,non functional
17354,functional
36794,non functional
16780,non functional
70835,functional
19814,functional
15265,functional
69651,non functional
42263,functional
36287,non functional
26868,functional
17672,non functional
22795,non functional
51871,non functional
65570,functional
63652,non functional
72217,functional
4785,non functional
66509,non functional
65813,non functional
56006,functional
492,functional
14512,functional
6766,non functional
21971,non functional
27168,functional
41972,functional
43167,functional
14429,functional
70784,functional
31773,functional
73686,functional
20841,non functional
29467,functional
27786,functional
2694,functional
56042,non functional
31033,functional
58573,non functional
37043,functional
26517,non functional
43063,non functional
67354,functional
24543,non functional
53697,functional
29979,functional
20032,functional
31839,functional
34297,functional
38018,functional
73034,non functional
59153,non functional
62149,functional
52290,non functional
61839,functional
55448,functional
27619,functional
69890,functional
9198,non functional
49049,functional
55,non functional
19016,non functional
40099,non functional
6761,functional
32778,non functional
46745,functional
38924,non functional
70078,functional
19305,functional
54164,functional
64371,functional
19864,functional
20774,functional
38135,functional
54215,non functional
4108,non functional
63048,non functional
51373,functional
14640,functional
11184,non functional
35688,functional
16454,functional
17499,functional
6769,functional
19889,non functional
39430,non functional
8643,non functional
21005,non functional
64337,non functional
3796,non functional
58762,functional
47196,functional
33108,functional
72537,non functional
48889,functional
73176,non functional
54739,functional
23673,functional
72402,non functional
7618,functional
66493,functional
53251,functional
44901,non functional
71729,non functional
33138,functional
68779,non functional
2849,functional
36563,non functional
52294,non functional
8069,non functional
29640,non functional
18591,non functional
18847,functional
61962,functional
26184,functional
38333,non functional
26240,functional
70171,non functional
7091,functional
38787,non functional
42648,functional
46132,non functional
9471,functional
2804,functional
31202,functional
17404,non functional
250,functional
53945,functional
19751,functional
58865,non functional
55137,functional
46272,functional
15603,functional
44414,functional
18793,functional
32329,functional
9203,functional
38622,functional
7517,non functional
49714,non functional
8550,functional
20591,functional
36399,non functional
19208,functional
7541,non functional
63450,functional
40818,non functional
8910,non functional
43642,non functional
7933,non functional
69337,non functional
14956,non functional
2480,functional
28840,functional
40296,functional
71596,functional
43266,functional
13656,functional
53009,non functional
45833,functional
60500,functional
72869,functional
67003,functional
54838,functional
31228,non functional
46765,non functional
42936,functional
59245,functional
54966,non functional
18634,functional
68731,non functional
23730,non functional
7221,non functional
42377,non functional
14417,functional
74081,functional
54670,functional
64585,non functional
49672,non functional
25346,non functional
16646,functional
55219,functional
59750,non functional
32208,functional
69411,functional
10102,non functional
16944,non functional
9287,non functional
52190,functional
67875,functional
32982,functional
52202,functional
56452,functional
71068,functional
69706,functional
58322,functional
7556,non functional
64415,functional
1411,non functional
62910,functional
34422,non functional
13420,non functional
34875,non functional
43764,functional
25539,functional
11072,non functional
71363,non functional
8647,functional
25297,functional
69025,functional
65707,functional
39305,functional
47361,non functional
19317,functional
48944,non functional
44936,functional
62677,functional
62777,non functional
64066,non functional
27939,functional
64179,functional
49210,non functional
36538,non functional
18205,functional
42101,non functional
20061,functional
57563,functional
15288,functional
51481,functional
49724,functional
4580,functional
26814,non functional
69403,non functional
16555,functional
9805,non functional
72943,non functional
40449,non functional
16850,functional
15206,functional
30765,non functional
44146,non functional
36592,non functional
60432,functional
63602,non functional
61230,functional
8362,non functional
43501,non functional
26612,non functional
38328,functional
12501,non functional
31443,functional
37500,non functional
4646,functional
44922,functional
15889,functional
55454,functional
3418,non functional
36313,non functional
17004,non functional
12904,functional
4155,functional
31665,functional
35420,non functional
14214,functional
2369,non functional
20257,functional
9776,functional
56492,non functional
52863,non functional
46329,non functional
72880,non functional
58483,functional
38755,functional
12936,functional
28545,functional
44560,functional
10235,functional
74014,functional
68704,functional
59786,functional
49046,functional
67807,functional
56846,functional
43214,functional
60528,non functional
65254,functional
60389,non functional
15961,functional
73641,functional
20496,non functional
26962,non functional
66817,functional
61894,non functional
9127,non functional
29549,functional
38989,functional
59872,non functional
11403,non functional
66016,functional
11360,non functional
28652,functional
31165,functional
26633,functional
10162,functional
61429,non functional
38854,functional
9878,functional
46007,non functional
38131,functional
55020,functional
10840,non functional
71962,functional
37833,functional
1816,non functional
10588,functional
15828,functional
60873,non functional
63960,non functional
5369,functional
41489,functional
4955,non functional
63495,non functional
48407,non functional
69928,non functional
15303,functional
38126,non functional
71284,functional
46190,non functional
70022,non functional
39625,non functional
37302,non functional
53291,functional
45659,non functional
48041,functional
51767,functional
58625,non functional
53112,functional
68590,functional
30744,non functional
16610,non functional
47087,functional
54860,non functional
54393,functional
68168,functional
65757,non functional
20442,non functional
14180,functional
20124,functional
50372,non functional
12650,functional
58043,functional
3867,functional
14030,functional
3820,non functional
19572,functional
32713,non functional
39674,functional
59435,non functional
59897,non functional
43289,non functional
48158,functional
3851,functional
63363,functional
54110,functional
65216,functional
51107,non functional
61851,non functional
68809,functional
46071,functional
19806,functional
17707,non functional
67732,non functional
52258,non functional
14800,functional
39163,non functional
38189,functional
40292,functional
493,non functional
35720,functional
13615,non functional
571,non functional
392,functional
66887,non functional
61719,functional
23510,functional
36705,functional
20560,non functional
72012,functional
27237,functional
49702,functional
40214,functional
31242,non functional
18660,non functional
42865,non functional
12412,functional
67598,functional
41121,functional
2526,non functional
54377,non functional
837,non functional
26819,non functional
69342,functional
14828,functional
57693,non functional
55963,non functional
41471,functional
58781,non functional
29380,non functional
39261,non functional
4829,functional
57571,functional
17750,non functional
38146,functional
44090,non functional
4620,functional
36163,functional
36782,functional
57896,functional
60324,non functional
62172,non functional
22933,non functional
61158,functional
8931,non functional
37487,functional
32063,functional
784,functional
23648,non functional
24406,non functional
2965,non functional
71021,functional
62302,functional
65395,functional
23239,functional
69620,functional
61238,non functional
17375,non functional
59265,functional
60699,functional
64850,functional
44839,non functional
32451,functional
69467,functional
19723,functional
24843,non functional
64487,functional
45270,non functional
54338,non functional
17097,functional
46407,non functional
51570,non functional
41630,non functional
62143,functional
32162,non functional
27197,functional
43018,functional
47119,non functional
70032,non functional
54601,non functional
14369,non functional
28051,functional
14498,non functional
36049,functional
33335,non functional
17647,non functional
13262,functional
9251,non functional
20994,functional
61348,non functional
14803,functional
42044,functional
4443,functional
58697,non functional
9004,functional
65197,functional
18987,non functional
21752,functional
18287,non functional
34660,functional
74166,non functional
25078,functional
5294,functional
45803,non functional
45884,functional
15049,functional
31785,functional
17983,functional
37945,functional
4036,functional
9773,functional
51618,non functional
17623,functional
59634,functional
49247,functional
41458,functional
37871,functional
51115,functional
7125,functional
69064,non functional
69526,non functional
65146,functional
32620,functional
66803,non functional
44169,functional
65385,functional
43088,non functional
51153,functional
11451,non functional
18504,functional
15494,functional
7343,functional
57532,functional
28366,non functional
71347,non functional
30784,non functional
18875,non functional
68937,non functional
38893,non functional
62474,functional
66962,non functional
60162,functional
7202,functional
53030,non functional
66518,functional
57304,non functional
5689,non functional
39496,non functional
34014,non functional
49310,non functional
14016,non functional
4914,functional
68212,functional
16836,functional
68521,functional
39004,functional
3606,functional
57725,functional
4876,non functional
37222,non functional
34653,non functional
10402,functional
67810,functional
53365,functional
51265,non functional
50242,functional
71274,functional
34095,non functional
11923,non functional
34005,functional
65918,non functional
53583,functional
23169,functional
43880,non functional
46889,functional
44864,non functional
18130,functional
63480,functional
38793,non functional
31890,functional
15007,functional
39755,functional
15579,non functional
6514,functional
2760,functional
43143,functional
55565,non functional
39702,non functional
34948,functional
19627,non functional
44745,functional
32429,non functional
34007,functional
25986,functional
1093,functional
60036,functional
32775,non functional
6202,functional
43448,non functional
37289,non functional
11326,functional
21902,functional
38890,non functional
846,functional
33033,functional
52812,functional
39573,non functional
55777,non functional
73111,functional
32605,functional
55532,functional
70810,functional
37493,non functional
3319,functional
31578,functional
45179,functional
47824,functional
34116,non functional
42587,functional
18760,non functional
29372,non functional
54835,functional
8995,functional
3919,functional
51202,functional
61947,functional
61193,functional
9059,functional
53546,functional
31951,functional
61274,non functional
67375,non functional
30181,functional
63205,functional
49237,non functional
47658,non functional
12805,functional
6164,functional
31822,non functional
25969,non functional
57573,non functional
73140,non functional
39473,non functional
2913,functional
45446,non functional
21844,functional
66372,functional
12086,functional
43042,non functional
421,functional
11211,functional
42260,functional
57968,non functional
73901,functional
39077,functional
19031,functional
27704,functional
7408,functional
236,non functional
46135,functional
7676,non functional
29448,non functional
53219,functional
28831,functional
35219,functional
63298,non functional
39607,functional
52369,functional
62806,functional
50747,non functional
50821,functional
47785,functional
38032,functional
30214,non functional
23806,functional
37993,non functional
9458,non functional
23331,non functional
45253,non functional
13601,non functional
11524,functional
6411,non functional
42877,functional
52194,functional
40278,functional
28604,non functional
45578,functional
24777,functional
24550,non functional
37647,functional
29250,non functional
60636,functional
64058,functional
60941,functional
17402,non functional
66608,non functional
28578,functional
65564,functional
66510,functional
9744,non functional
3620,functional
65376,functional
8958,functional
51423,non functional
68393,non functional
48354,functional
26543,functional
38486,non functional
27958,functional
53056,functional
3643,functional
27783,functional
64234,non functional
5431,non functional
68388,non functional
33119,functional
34805,functional
53243,functional
52063,non functional
7677,non functional
35095,non functional
74221,functional
8166,functional
26660,functional
37268,non functional
58262,functional
36314,functional
70040,functional
28416,functional
34313,functional
72422,functional
16588,functional
42738,non functional
765,functional
57872,non functional
36024,functional
25924,functional
40899,functional
71272,functional
53310,functional
45406,functional
53502,non functional
59609,functional
26676,non functional
57882,functional
13778,functional
46675,non functional
24397,functional
32853,functional
5471,functional
35696,functional
73880,functional
16654,non functional
10614,functional
63408,functional
56140,functional
53205,functional
37187,functional
69279,functional
71935,non functional
68318,non functional
48221,non functional
31817,non functional
71369,non functional
47089,non functional
7049,non functional
12734,functional
13721,functional
11049,functional
26319,non functional
38640,functional
12400,functional
30160,functional
55641,non functional
20381,functional
43067,functional
15554,non functional
57502,functional
42427,non functional
38413,non functional
35876,functional
32832,non functional
73850,non functional
21230,functional
21937,non functional
28918,non functional
40641,functional
15169,non functional
72221,non functional
9756,functional
35161,non functional
61494,non functional
3841,functional
30943,non functional
25013,non functional
60928,functional
69356,functional
55245,functional
23869,functional
28579,non functional
39366,non functional
26294,non functional
41172,functional
44953,functional
51819,functional
33655,functional
16884,functional
23482,functional
22255,non functional
15809,functional
13613,non functional
15518,non functional
42834,non functional
2346,non functional
23989,non functional
31767,functional
29843,functional
70417,functional
45061,non functional
51330,functional
65522,functional
16838,functional
28025,non functional
52985,functional
23141,non functional
38195,functional
14176,non functional
58914,non functional
16781,functional
68581,non functional
11246,functional
50523,functional
56120,functional
39970,non functional
48538,functional
19968,functional
38916,functional
24006,non functional
56218,non functional
62156,functional
25628,non functional
41140,functional
23556,non functional
10212,functional
62181,functional
71415,functional
4533,functional
9128,functional
1056,functional
37280,non functional
55452,functional
70637,non functional
35198,non functional
37923,functional
50539,functional
6674,functional
55497,non functional
24393,functional
14482,functional
38706,functional
9281,non functional
65841,non functional
30795,non functional
832,non functional
2154,non functional
60926,non functional
13626,functional
10309,functional
54458,functional
4783,functional
10201,functional
49019,functional
64460,functional
2253,functional
51532,functional
68983,functional
2299,non functional
42345,non functional
66673,non functional
70534,non functional
57911,non functional
68047,non functional
65935,functional
39565,functional
7907,non functional
1836,functional
27651,non functional
24459,functional
27004,non functional
9241,non functional
71081,functional
61480,functional
16747,functional
65269,non functional
24032,functional
6089,non functional
41290,non functional
61623,functional
71129,functional
40003,non functional
17895,non functional
59948,non functional
29584,non functional
26711,non functional
3131,functional
62346,functional
40825,non functional
47362,functional
7019,non functional
63554,functional
8291,functional
2094,non functional
63398,non functional
33243,non functional
17155,functional
27973,non functional
16292,functional
50687,functional
43255,functional
50123,functional
29011,functional
11698,functional
41827,functional
68823,functional
60958,non functional
70371,non functional
54904,functional
3871,non functional
46849,functional
20232,non functional
24377,non functional
42925,non functional
35691,non functional
11891,functional
3645,functional
57380,functional
2895,non functional
36466,functional
1166,functional
27323,functional
4199,non functional
7572,non functional
17378,functional
69648,functional
28679,functional
69524,functional
63557,functional
29861,functional
37746,functional
64522,non functional
47470,functional
27924,functional
10629,functional
33413,non functional
36570,non functional
27561,functional
44006,functional
32296,functional
45219,functional
22491,functional
1037,functional
45473,functional
55518,functional
65580,non functional
10720,non functional
45806,non functional
64593,functional
829,non functional
29479,non functional
69911,functional
51515,functional
72529,functional
15229,functional
43830,non functional
54040,functional
30999,non functional
64511,functional
68832,non functional
32006,functional
71833,functional
14959,non functional
6720,functional
42934,non functional
20783,non functional
23336,non functional
45290,functional
6722,non functional
19624,functional
28305,non functional
20027,non functional
24180,non functional
20759,functional
39729,functional
18969,functional
42307,functional
43426,functional
61812,functional
44951,non functional
35637,functional
38511,non functional
23570,functional
51872,functional
22115,functional
25660,functional
17379,non functional
40040,functional
20885,functional
4908,non functional
62838,non functional
69414,functional
57704,non functional
21701,functional
27853,non functional
7433,functional
29129,functional
55943,functional
19861,non functional
65021,functional
16264,functional
51642,non functional
9862,functional
67781,functional
70811,non functional
60171,functional
34262,functional
6248,non functional
22982,functional
5733,functional
46708,functional
46161,non functional
66870,functional
15172,non functional
46689,functional
41595,functional
723,non functional
33117,functional
68644,functional
53906,functional
66611,non functional
2744,functional
65145,non functional
66309,functional
17538,functional
28125,non functional
57985,non functional
13384,non functional
7878,functional
71264,functional
20850,non functional
61116,functional
15066,functional
34885,non functional
36807,functional
35766,functional
44710,functional
62701,non functional
65458,non functional
58064,non functional
29610,functional
8866,non functional
51501,functional
25362,functional
30483,functional
1390,functional
61223,functional
58014,non functional
26782,non functional
61729,functional
9448,functional
756,functional
60394,functional
70139,non functional
44376,functional
51593,non functional
43085,non functional
26007,non functional
44804,functional
64446,functional
56781,non functional
3594,non functional
58919,functional
37675,functional
24184,non functional
14672,functional
13269,non functional
45475,functional
67024,functional
47261,functional
53012,functional
64099,functional
37099,functional
42678,non functional
21117,functional
618,functional
56241,non functional
63104,functional
11232,functional
68528,non functional
6970,non functional
3707,functional
4463,functional
47217,non functional
68153,non functional
74124,functional
6815,non functional
67184,functional
52039,functional
9708,functional
70730,non functional
11165,non functional
56715,non functional
50326,non functional
66450,non functional
34232,non functional
22090,non functional
72566,non functional
53723,functional
23722,non functional
53355,functional
6927,functional
60648,non functional
14279,functional
63761,functional
32090,functional
1235,non functional
43588,non functional
21271,functional
35493,non functional
59359,functional
47162,functional
45071,non functional
26598,functional
40505,non functional
48173,functional
32343,functional
4120,functional
69936,non functional
21216,functional
68783,functional
52342,functional
13431,functional
50778,non functional
26015,non functional
66890,non functional
29292,functional
7265,functional
61375,functional
73915,non functional
72312,non functional
6155,functional
13231,non functional
33322,functional
35339,functional
39606,non functional
26302,non functional
35261,non functional
54319,non functional
35631,functional
1311,functional
46914,functional
14132,functional
39823,non functional
62964,functional
66924,functional
11983,functional
34965,functional
37308,functional
66729,non functional
68426,non functional
28173,functional
18044,non functional
16498,non functional
36210,non functional
10386,non functional
18787,functional
52343,non functional
29258,non functional
59489,non functional
14471,non functional
25611,functional
12938,functional
50952,functional
37443,functional
61412,functional
9454,functional
13383,functional
21509,non functional
7214,non functional
65533,functional
15646,functional
16937,functional
20369,non functional
18525,non functional
9919,functional
57640,functional
66246,functional
46396,non functional
248,non functional
3387,functional
74224,functional
63475,functional
31791,non functional
18185,functional
58205,functional
6865,functional
73411,functional
28774,functional
67052,non functional
69118,functional
39733,non functional
22700,functional
73497,functional
43969,non functional
72858,functional
44908,functional
63236,functional
47708,functional
2745,non functional
26235,non functional
54409,functional
27940,functional
996,non functional
10485,functional
29548,functional
69007,functional
15802,functional
47135,non functional
38087,functional
13835,functional
73075,non functional
52792,non functional
12223,non functional
39809,non functional
4200,functional
43273,functional
65441,non functional
5403,non functional
64548,non functional
10771,non functional
8025,non functional
44717,functional
728,non functional
24128,functional
10893,functional
71732,functional
23353,functional
6791,functional
2611,functional
64991,non functional
13748,functional
45338,functional
21008,non functional
47583,functional
18483,functional
8639,functional
43131,functional
44534,functional
66345,non functional
19394,functional
40826,functional
69269,functional
35762,functional
6881,functional
39746,functional
2273,functional
46044,non functional
67497,non functional
28258,functional
25476,non functional
5402,functional
62290,non functional
72554,functional
46949,non functional
37011,non functional
3922,functional
65762,functional
51755,non functional
66215,non functional
45977,functional
25883,non functional
61103,non functional
28113,functional
69178,functional
58653,functional
37758,non functional
44963,non functional
9627,functional
54649,functional
62262,functional
54889,functional
31252,non functional
38775,functional
6257,functional
32672,non functional
15010,non functional
32326,non functional
39492,functional
5110,non functional
852,non functional
69224,functional
29095,functional
29091,functional
1204,functional
2584,functional
41018,functional
34399,functional
18877,functional
64268,non functional
34560,functional
37434,functional
4243,non functional
40260,functional
10940,non functional
53552,functional
55755,non functional
23000,functional
29219,functional
16638,functional
60630,non functional
34939,non functional
13967,non functional
19209,functional
8512,functional
36879,functional
59405,functional
58529,functional
23,functional
44145,functional
47303,non functional
31434,non functional
67670,functional
41371,non functional
35812,functional
8728,non functional
23030,functional
29397,functional
41118,functional
4190,non functional
8936,functional
7496,functional
25357,non functional
37223,non functional
18469,functional
39143,non functional
46888,functional
70300,functional
71138,non functional
61493,non functional
47755,functional
47790,non functional
8211,functional
48357,non functional
67824,functional
63240,non functional
41369,non functional
55842,functional
53638,non functional
31162,non functional
28719,functional
45333,functional
59298,non functional
19788,functional
28166,non functional
15988,non functional
8382,non functional
69745,functional
62510,functional
59152,functional
28966,non functional
64949,non functional
4610,functional
38938,functional
69222,functional
27735,functional
30856,functional
32939,functional
32355,non functional
39728,non functional
23016,non functional
33844,functional
28168,functional
53321,functional
13558,non functional
74176,non functional
29253,functional
30742,non functional
59228,functional
31692,functional
40808,functional
56404,non functional
29856,functional
65817,functional
10888,non functional
28923,non functional
23144,functional
15466,functional
69529,functional
36938,functional
23137,functional
36102,functional
50743,functional
11242,functional
42805,non functional
73928,functional
20383,functional
23997,functional
38910,non functional
34364,non functional
61665,non functional
478,functional
56489,non functional
38986,functional
18644,functional
60101,functional
23018,functional
73035,functional
35730,functional
62782,non functional
49837,functional
25330,functional
43927,non functional
31716,functional
58486,non functional
68524,functional
34844,functional
69642,functional
74094,functional
38556,functional
20523,functional
57634,functional
28035,functional
51789,non functional
71195,non functional
32024,functional
8122,functional
20585,non functional
37476,non functional
71111,functional
50845,functional
46279,functional
66814,non functional
34562,non functional
49282,non functional
51614,functional
42949,non functional
37913,non functional
24311,non functional
50844,functional
3600,non functional
54652,functional
59884,functional
61826,non functional
64166,functional
42650,functional
55573,functional
17244,non functional
32435,functional
67676,functional
26364,non functional
9368,non functional
34682,non functional
52953,functional
9155,functional
65419,functional
49207,non functional
56769,functional
12687,functional
53386,functional
23243,non functional
18673,non functional
20667,functional
35911,non functional
