Id,Status
47703,functional
63742,functional
65758,functional
70109,non functional
35872,non functional
9342,functional
44682,non functional
46263,functional
53850,functional
57683,functional
5087,non functional
66963,functional
67724,functional
61020,non functional
59205,functional
69145,non functional
391,functional
22706,non functional
31047,non functional
60674,functional
26245,functional
61268,non functional
34093,non functional
43025,non functional
54019,functional
1104,functional
54397,functional
55203,functional
13022,functional
65917,functional
50167,functional
6157,functional
20298,functional
63273,functional
14964,functional
39128,functional
66296,non functional
3286,functional
17354,functional
36794,functional
16780,functional
70835,functional
19814,non functional
15265,non functional
69651,functional
42263,functional
36287,functional
26868,functional
17672,non functional
22795,functional
51871,functional
65570,functional
63652,functional
72217,functional
4785,functional
66509,functional
65813,functional
56006,non functional
492,non functional
14512,non functional
6766,non functional
21971,functional
27168,functional
41972,functional
43167,non functional
14429,functional
70784,non functional
31773,non functional
73686,functional
20841,non functional
29467,functional
27786,functional
2694,functional
56042,functional
31033,functional
58573,functional
37043,functional
26517,functional
43063,non functional
67354,functional
24543,functional
53697,functional
29979,functional
20032,non functional
31839,non functional
34297,functional
38018,functional
73034,functional
59153,functional
62149,functional
52290,functional
61839,non functional
55448,functional
27619,functional
69890,non functional
9198,non functional
49049,functional
55,functional
19016,functional
40099,non functional
6761,non functional
32778,functional
46745,non functional
38924,functional
70078,functional
19305,non functional
54164,functional
64371,functional
19864,non functional
20774,non functional
38135,non functional
54215,non functional
4108,functional
63048,functional
51373,non functional
14640,functional
11184,functional
35688,functional
16454,functional
17499,functional
6769,functional
19889,non functional
39430,functional
8643,functional
21005,non functional
64337,non functional
3796,functional
58762,non functional
47196,functional
33108,non functional
72537,functional
48889,functional
73176,functional
54739,non functional
23673,functional
72402,functional
7618,functional
66493,functional
53251,functional
44901,functional
71729,non functional
33138,functional
68779,functional
2849,functional
36563,non functional
52294,functional
8069,functional
29640,functional
18591,functional
18847,functional
61962,functional
26184,non functional
38333,functional
26240,functional
70171,functional
7091,functional
38787,functional
42648,functional
46132,functional
9471,non functional
2804,functional
31202,functional
17404,non functional
250,functional
53945,functional
19751,functional
58865,functional
55137,functional
46272,functional
15603,non functional
44414,functional
18793,non functional
32329,functional
9203,non functional
38622,non functional
7517,functional
49714,non functional
8550,non functional
20591,functional
36399,functional
19208,functional
7541,non functional
63450,functional
40818,functional
8910,non functional
43642,functional
7933,functional
69337,functional
14956,functional
2480,functional
28840,functional
40296,functional
71596,non functional
43266,functional
13656,non functional
53009,functional
45833,functional
60500,non functional
72869,functional
67003,non functional
54838,functional
31228,non functional
46765,functional
42936,functional
59245,non functional
54966,functional
18634,non functional
68731,non functional
23730,non functional
7221,functional
42377,functional
14417,functional
74081,functional
54670,functional
64585,functional
49672,non functional
25346,functional
16646,non functional
55219,functional
59750,non functional
32208,non functional
69411,non functional
10102,functional
16944,non functional
9287,functional
52190,functional
67875,non functional
32982,functional
52202,functional
56452,non functional
71068,functional
69706,functional
58322,non functional
7556,functional
64415,functional
1411,non functional
62910,functional
34422,non functional
13420,non functional
34875,non functional
43764,functional
25539,functional
11072,non functional
71363,functional
8647,non functional
25297,functional
69025,functional
65707,functional
39305,functional
47361,non functional
19317,functional
48944,functional
44936,functional
62677,functional
62777,functional
64066,functional
27939,functional
64179,functional
49210,functional
36538,functional
18205,functional
42101,functional
20061,functional
57563,non functional
15288,non functional
51481,functional
49724,non functional
4580,functional
26814,non functional
69403,non functional
16555,functional
9805,non functional
72943,functional
40449,functional
16850,functional
15206,non functional
30765,functional
44146,functional
36592,non functional
60432,functional
63602,non functional
61230,functional
8362,functional
43501,non functional
26612,non functional
38328,non functional
12501,functional
31443,functional
37500,non functional
4646,non functional
44922,functional
15889,functional
55454,functional
3418,non functional
36313,functional
17004,functional
12904,non functional
4155,non functional
31665,non functional
35420,non functional
14214,non functional
2369,functional
20257,functional
9776,functional
56492,functional
52863,functional
46329,functional
72880,functional
58483,functional
38755,non functional
12936,functional
28545,functional
44560,functional
10235,functional
74014,functional
68704,functional
59786,non functional
49046,non functional
67807,functional
56846,functional
43214,functional
60528,functional
65254,functional
60389,non functional
15961,functional
73641,functional
20496,functional
26962,non functional
66817,functional
61894,functional
9127,functional
29549,functional
38989,non functional
59872,functional
11403,functional
66016,functional
11360,functional
28652,non functional
31165,non functional
26633,non functional
10162,functional
61429,non functional
38854,non functional
9878,functional
46007,functional
38131,non functional
55020,non functional
10840,functional
71962,functional
37833,functional
1816,functional
10588,non functional
15828,functional
60873,functional
63960,functional
5369,non functional
41489,functional
4955,functional
63495,functional
48407,non functional
69928,non functional
15303,non functional
38126,functional
71284,functional
46190,functional
70022,functional
39625,functional
37302,functional
53291,functional
45659,functional
48041,functional
51767,functional
58625,functional
53112,functional
68590,functional
30744,functional
16610,functional
47087,functional
54860,functional
54393,non functional
68168,functional
65757,functional
20442,non functional
14180,functional
20124,functional
50372,functional
12650,non functional
58043,functional
3867,non functional
14030,functional
3820,functional
19572,functional
32713,functional
39674,non functional
59435,non functional
59897,functional
43289,non functional
48158,functional
3851,functional
63363,functional
54110,functional
65216,functional
51107,functional
61851,functional
68809,non functional
46071,non functional
19806,functional
17707,functional
67732,functional
52258,functional
14800,non functional
39163,functional
38189,non functional
40292,non functional
493,functional
35720,functional
13615,functional
571,functional
392,non functional
66887,functional
61719,non functional
23510,non functional
36705,functional
20560,functional
72012,functional
27237,functional
49702,functional
40214,non functional
31242,functional
18660,functional
42865,functional
12412,functional
67598,non functional
41121,functional
2526,non functional
54377,functional
837,non functional
26819,non functional
69342,functional
14828,non functional
57693,functional
55963,non functional
41471,non functional
58781,functional
29380,functional
39261,functional
4829,non functional
57571,functional
17750,functional
38146,non functional
44090,functional
4620,non functional
36163,non functional
36782,functional
57896,functional
60324,functional
62172,non functional
22933,functional
61158,non functional
8931,non functional
37487,functional
32063,functional
784,functional
23648,non functional
24406,functional
2965,non functional
71021,functional
62302,functional
65395,functional
23239,functional
69620,functional
61238,functional
17375,non functional
59265,functional
60699,functional
64850,non functional
44839,functional
32451,functional
69467,functional
19723,functional
24843,non functional
64487,functional
45270,functional
54338,functional
17097,non functional
46407,functional
51570,functional
41630,functional
62143,functional
32162,functional
27197,functional
43018,functional
47119,functional
70032,non functional
54601,functional
14369,non functional
28051,functional
14498,functional
36049,functional
33335,non functional
17647,functional
13262,functional
9251,non functional
20994,functional
61348,non functional
14803,functional
42044,non functional
4443,non functional
58697,functional
9004,functional
65197,non functional
18987,functional
21752,functional
18287,functional
34660,functional
74166,non functional
25078,functional
5294,non functional
45803,functional
45884,non functional
15049,functional
31785,functional
17983,functional
37945,functional
4036,non functional
9773,functional
51618,functional
17623,functional
59634,non functional
49247,non functional
41458,non functional
37871,functional
51115,non functional
7125,functional
69064,functional
69526,functional
65146,non functional
32620,non functional
66803,functional
44169,functional
65385,non functional
43088,non functional
51153,functional
11451,non functional
18504,non functional
15494,non functional
7343,functional
57532,functional
28366,non functional
71347,non functional
30784,non functional
18875,functional
68937,functional
38893,functional
62474,non functional
66962,functional
60162,functional
7202,functional
53030,functional
66518,functional
57304,non functional
5689,non functional
39496,functional
34014,functional
49310,functional
14016,functional
4914,non functional
68212,non functional
16836,functional
68521,functional
39004,functional
3606,non functional
57725,non functional
4876,non functional
37222,functional
34653,functional
10402,non functional
67810,functional
53365,non functional
51265,functional
50242,functional
71274,non functional
34095,functional
11923,non functional
34005,functional
65918,functional
53583,non functional
23169,functional
43880,non functional
46889,functional
44864,functional
18130,non functional
63480,functional
38793,non functional
31890,non functional
15007,functional
39755,functional
15579,non functional
6514,functional
2760,non functional
43143,functional
55565,non functional
39702,functional
34948,non functional
19627,functional
44745,non functional
32429,functional
34007,non functional
25986,functional
1093,functional
60036,functional
32775,non functional
6202,functional
43448,non functional
37289,non functional
11326,functional
21902,non functional
38890,non functional
846,non functional
33033,non functional
52812,non functional
39573,functional
55777,functional
73111,functional
32605,non functional
55532,functional
70810,non functional
37493,functional
3319,functional
31578,non functional
45179,functional
47824,functional
34116,functional
42587,non functional
18760,functional
29372,non functional
54835,functional
8995,non functional
3919,functional
51202,non functional
61947,functional
61193,functional
9059,functional
53546,non functional
31951,functional
61274,functional
67375,functional
30181,functional
63205,functional
49237,functional
47658,functional
12805,functional
6164,functional
31822,functional
25969,non functional
57573,functional
73140,non functional
39473,non functional
2913,functional
45446,non functional
21844,functional
66372,functional
12086,non functional
43042,functional
421,functional
11211,non functional
42260,non functional
57968,non functional
73901,functional
39077,functional
19031,functional
27704,functional
7408,functional
236,functional
46135,functional
7676,non functional
29448,non functional
53219,non functional
28831,non functional
35219,non functional
63298,non functional
39607,functional
52369,functional
62806,non functional
50747,functional
50821,non functional
47785,functional
38032,functional
30214,non functional
23806,non functional
37993,functional
9458,functional
23331,non functional
45253,functional
13601,functional
11524,functional
6411,functional
42877,functional
52194,functional
40278,functional
28604,functional
45578,non functional
24777,functional
24550,functional
37647,non functional
29250,non functional
60636,functional
64058,functional
60941,functional
17402,functional
66608,functional
28578,functional
65564,functional
66510,functional
9744,non functional
3620,functional
65376,functional
8958,non functional
51423,non functional
68393,functional
48354,functional
26543,non functional
38486,functional
27958,functional
53056,functional
3643,functional
27783,non functional
64234,functional
5431,functional
68388,functional
33119,non functional
34805,functional
53243,non functional
52063,functional
7677,functional
35095,functional
74221,functional
8166,non functional
26660,functional
37268,non functional
58262,functional
36314,non functional
70040,functional
28416,functional
34313,non functional
72422,functional
16588,functional
42738,functional
765,functional
57872,functional
36024,functional
25924,functional
40899,functional
71272,non functional
53310,non functional
45406,functional
53502,non functional
59609,functional
26676,functional
57882,functional
13778,non functional
46675,functional
24397,functional
32853,functional
5471,non functional
35696,functional
73880,non functional
16654,non functional
10614,functional
63408,functional
56140,non functional
53205,functional
37187,functional
69279,functional
71935,functional
68318,functional
48221,functional
31817,non functional
71369,functional
47089,non functional
7049,functional
12734,non functional
13721,functional
11049,functional
26319,non functional
38640,functional
12400,functional
30160,functional
55641,non functional
20381,functional
43067,functional
15554,functional
57502,non functional
42427,functional
38413,functional
35876,functional
32832,non functional
73850,functional
21230,functional
21937,functional
28918,functional
40641,functional
15169,functional
72221,functional
9756,non functional
35161,functional
61494,non functional
3841,functional
30943,functional
25013,functional
60928,functional
69356,non functional
55245,non functional
23869,non functional
28579,non functional
39366,functional
26294,functional
41172,functional
44953,functional
51819,non functional
33655,functional
16884,functional
23482,functional
22255,functional
15809,non functional
13613,functional
15518,functional
42834,non functional
2346,non functional
23989,functional
31767,functional
29843,non functional
70417,functional
45061,functional
51330,non functional
65522,non functional
16838,functional
28025,functional
52985,non functional
23141,functional
38195,functional
14176,functional
58914,non functional
16781,functional
68581,functional
11246,non functional
50523,functional
56120,functional
39970,functional
48538,functional
19968,non functional
38916,functional
24006,functional
56218,functional
62156,functional
25628,non functional
41140,functional
23556,functional
10212,functional
62181,non functional
71415,non functional
4533,functional
9128,functional
1056,functional
37280,functional
55452,functional
70637,functional
35198,functional
37923,functional
50539,functional
6674,functional
55497,functional
24393,functional
14482,functional
38706,non functional
9281,functional
65841,functional
30795,functional
832,non functional
2154,non functional
60926,functional
13626,functional
10309,functional
54458,functional
4783,non functional
10201,non functional
49019,functional
64460,functional
2253,non functional
51532,non functional
68983,functional
2299,functional
42345,non functional
66673,functional
70534,functional
57911,non functional
68047,non functional
65935,functional
39565,non functional
7907,non functional
1836,non functional
27651,non functional
24459,non functional
27004,functional
9241,functional
71081,non functional
61480,functional
16747,functional
65269,non functional
24032,functional
6089,non functional
41290,functional
61623,functional
71129,functional
40003,non functional
17895,functional
59948,non functional
29584,non functional
26711,functional
3131,functional
62346,functional
40825,non functional
47362,functional
7019,non functional
63554,functional
8291,functional
2094,functional
63398,non functional
33243,non functional
17155,functional
27973,functional
16292,functional
50687,non functional
43255,non functional
50123,functional
29011,functional
11698,functional
41827,functional
68823,functional
60958,non functional
70371,non functional
54904,non functional
3871,functional
46849,functional
20232,functional
24377,functional
42925,functional
35691,functional
11891,functional
3645,functional
57380,functional
2895,functional
36466,functional
1166,functional
27323,functional
4199,functional
7572,functional
17378,functional
69648,functional
28679,non functional
69524,functional
63557,functional
29861,functional
37746,non functional
64522,non functional
47470,functional
27924,functional
10629,functional
33413,functional
36570,non functional
27561,functional
44006,functional
32296,functional
45219,functional
22491,functional
1037,functional
45473,functional
55518,non functional
65580,functional
10720,non functional
45806,non functional
64593,functional
829,non functional
29479,non functional
69911,functional
51515,functional
72529,non functional
15229,functional
43830,functional
54040,functional
30999,functional
64511,functional
68832,functional
32006,functional
71833,functional
14959,functional
6720,non functional
42934,functional
20783,non functional
23336,non functional
45290,non functional
6722,functional
19624,functional
28305,non functional
20027,non functional
24180,functional
20759,functional
39729,functional
18969,functional
42307,functional
43426,functional
61812,functional
44951,functional
35637,functional
38511,functional
23570,non functional
51872,functional
22115,non functional
25660,functional
17379,functional
40040,functional
20885,functional
4908,functional
62838,functional
69414,non functional
57704,non functional
21701,functional
27853,functional
7433,functional
29129,functional
55943,functional
19861,functional
65021,functional
16264,functional
51642,functional
9862,non functional
67781,functional
70811,non functional
60171,functional
34262,functional
6248,functional
22982,non functional
5733,non functional
46708,functional
46161,functional
66870,functional
15172,functional
46689,functional
41595,functional
723,non functional
33117,functional
68644,functional
53906,non functional
66611,functional
2744,functional
65145,functional
66309,non functional
17538,functional
28125,functional
57985,non functional
13384,functional
7878,functional
71264,functional
20850,functional
61116,functional
15066,non functional
34885,functional
36807,functional
35766,non functional
44710,non functional
62701,functional
65458,functional
58064,functional
29610,non functional
8866,functional
51501,non functional
25362,functional
30483,non functional
1390,functional
61223,functional
58014,functional
26782,functional
61729,functional
9448,functional
756,functional
60394,non functional
70139,non functional
44376,non functional
51593,non functional
43085,functional
26007,functional
44804,functional
64446,functional
56781,functional
3594,functional
58919,functional
37675,functional
24184,functional
14672,functional
13269,functional
45475,functional
67024,functional
47261,functional
53012,non functional
64099,non functional
37099,functional
42678,functional
21117,functional
618,functional
56241,functional
63104,non functional
11232,non functional
68528,non functional
6970,functional
3707,functional
4463,functional
47217,non functional
68153,functional
74124,functional
6815,non functional
67184,functional
52039,functional
9708,functional
70730,non functional
11165,non functional
56715,functional
50326,functional
66450,non functional
34232,functional
22090,functional
72566,functional
53723,functional
23722,non functional
53355,functional
6927,non functional
60648,non functional
14279,functional
63761,non functional
32090,functional
1235,non functional
43588,non functional
21271,functional
35493,functional
59359,functional
47162,functional
45071,functional
26598,functional
40505,functional
48173,functional
32343,non functional
4120,non functional
69936,non functional
21216,functional
68783,non functional
52342,non functional
13431,functional
50778,non functional
26015,functional
66890,functional
29292,functional
7265,functional
61375,functional
73915,non functional
72312,functional
6155,functional
13231,functional
33322,functional
35339,functional
39606,non functional
26302,functional
35261,functional
54319,functional
35631,functional
1311,non functional
46914,functional
14132,functional
39823,functional
62964,functional
66924,functional
11983,non functional
34965,functional
37308,functional
66729,functional
68426,functional
28173,non functional
18044,functional
16498,non functional
36210,functional
10386,functional
18787,functional
52343,non functional
29258,functional
59489,functional
14471,non functional
25611,non functional
12938,functional
50952,functional
37443,functional
61412,functional
9454,functional
13383,functional
21509,non functional
7214,non functional
65533,functional
15646,non functional
16937,functional
20369,functional
18525,functional
9919,non functional
57640,functional
66246,non functional
46396,functional
248,functional
3387,functional
74224,functional
63475,non functional
31791,non functional
18185,non functional
58205,non functional
6865,functional
73411,functional
28774,functional
67052,functional
69118,functional
39733,functional
22700,functional
73497,non functional
43969,functional
72858,functional
44908,non functional
63236,functional
47708,functional
2745,functional
26235,functional
54409,non functional
27940,functional
996,functional
10485,functional
29548,non functional
69007,functional
15802,non functional
47135,functional
38087,non functional
13835,non functional
73075,functional
52792,functional
12223,functional
39809,non functional
4200,functional
43273,functional
65441,functional
5403,functional
64548,non functional
10771,non functional
8025,non functional
44717,functional
728,non functional
24128,non functional
10893,functional
71732,non functional
23353,functional
6791,functional
2611,non functional
64991,functional
13748,non functional
45338,functional
21008,functional
47583,functional
18483,functional
8639,non functional
43131,functional
44534,functional
66345,non functional
19394,functional
40826,non functional
69269,non functional
35762,functional
6881,non functional
39746,non functional
2273,functional
46044,non functional
67497,non functional
28258,functional
25476,functional
5402,functional
62290,functional
72554,non functional
46949,functional
37011,functional
3922,functional
65762,functional
51755,functional
66215,non functional
45977,functional
25883,non functional
61103,non functional
28113,functional
69178,functional
58653,non functional
37758,functional
44963,functional
9627,functional
54649,non functional
62262,non functional
54889,functional
31252,non functional
38775,functional
6257,functional
32672,functional
15010,functional
32326,non functional
39492,functional
5110,functional
852,functional
69224,functional
29095,functional
29091,functional
1204,non functional
2584,functional
41018,functional
34399,non functional
18877,functional
64268,functional
34560,functional
37434,functional
4243,functional
40260,non functional
10940,functional
53552,non functional
55755,functional
23000,functional
29219,functional
16638,functional
60630,functional
34939,functional
13967,non functional
19209,functional
8512,non functional
36879,functional
59405,functional
58529,non functional
23,non functional
44145,functional
47303,functional
31434,functional
67670,functional
41371,functional
35812,functional
8728,functional
23030,functional
29397,functional
41118,non functional
4190,non functional
8936,non functional
7496,non functional
25357,non functional
37223,functional
18469,functional
39143,functional
46888,functional
70300,functional
71138,non functional
61493,non functional
47755,functional
47790,functional
8211,functional
48357,functional
67824,non functional
63240,functional
41369,non functional
55842,functional
53638,non functional
31162,non functional
28719,functional
45333,non functional
59298,functional
19788,functional
28166,functional
15988,functional
8382,functional
69745,functional
62510,functional
59152,functional
28966,functional
64949,functional
4610,non functional
38938,functional
69222,functional
27735,non functional
30856,non functional
32939,functional
32355,functional
39728,functional
23016,non functional
33844,non functional
28168,functional
53321,non functional
13558,functional
74176,functional
29253,functional
30742,functional
59228,functional
31692,functional
40808,non functional
56404,functional
29856,functional
65817,functional
10888,functional
28923,functional
23144,functional
15466,functional
69529,functional
36938,functional
23137,functional
36102,functional
50743,non functional
11242,functional
42805,functional
73928,functional
20383,functional
23997,functional
38910,functional
34364,functional
61665,non functional
478,functional
56489,non functional
38986,functional
18644,functional
60101,functional
23018,functional
73035,functional
35730,non functional
62782,functional
49837,functional
25330,non functional
43927,functional
31716,non functional
58486,functional
68524,non functional
34844,non functional
69642,non functional
74094,non functional
38556,functional
20523,non functional
57634,functional
28035,functional
51789,non functional
71195,functional
32024,functional
8122,non functional
20585,functional
37476,functional
71111,functional
50845,non functional
46279,functional
66814,functional
34562,functional
49282,functional
51614,functional
42949,functional
37913,functional
24311,functional
50844,functional
3600,functional
54652,functional
59884,functional
61826,functional
64166,non functional
42650,functional
55573,functional
17244,non functional
32435,non functional
67676,functional
26364,non functional
9368,functional
34682,non functional
52953,functional
9155,functional
65419,functional
49207,functional
56769,non functional
12687,functional
53386,functional
23243,non functional
18673,functional
20667,non functional
35911,functional
61364,non functional
12992,functional
43416,functional
28296,non functional
53857,functional
48019,non functional
41845,non functional
1703,non functional
57255,non functional
40539,functional
44969,non functional
33308,non functional
2072,non functional
19754,functional
9286,non functional
49326,functional
28976,functional
69171,functional
12574,functional
31296,functional
22462,functional
45755,functional
27960,non functional
64724,functional
66055,non functional
13963,functional
48068,functional
65518,non functional
15132,functional
17547,functional
67411,functional
67736,functional
58435,functional
